user_name,user_location,review_count,review_title,review_datetime,review_views,review_content,platform
swethakulkarni70,India,2 Reviews,Udemy does not refund to original payment,"Dec 18, 2022 11:35 PM",958 Views,"Udemy does not have return to original payment method option.When I contacted them they saying, they cannot return it t my account as I used the partial credit to buy two coures.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
anon889,Mangilao Guam,2 Reviews,Udemy 30 day money back is a scam,"Aug 21, 2022 06:06 AM",975 Views,"THEY DON’T GIVE A REFUND POLICY THESE DAYS. THEY ARE BECOMING A SCAM. I HAVE APPLIED FOR REFUNDS IN MANY OF MY COURSES, AND THE REFUND JUST NEVER GETS PROCESSED. THEY ARE FALSE ADVERTISING AND SCAMMING PEOPLE.Also, their management team is rude and never replies to emails.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
robomasteronics,India,1 Review,Banning_My Account_Without_Real_Reason,"Apr 22, 2022 02:23 PM",1132 Views,"Pathetic Response By Udemy. I am a New Instructor at Udemy My Courses was Online For More Than 2 Months, In April 2022 they sent me a mail saying that my account has been banned and they gave me reason that: your course have content from some previous banned account. But How can this be possible, It took me Months of Hard work to create these courses and Its My Original Content. Each and every video content belongs to Me and I Have write down each and every line of Code in Every Video. Udemy Is Not Giving Me Any Specific Reason. I Have Made A Complaint and This is My Ticket ID Number: ID 7140476 They are not giving any response to my Complain. I Will File A Legal Case Against Them.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
aroets1979,India,2 Reviews,Udemy refund policy - delay in getting refund,"Nov 14, 2021 02:24 AM",1626 Views,"I purchased 3 udemy online courses and then the same evening decided to request a refund for the courses. I have sent requests following up on my refund but they never responded. I received a credit note in my udemy account, which is not what I had requested. I did not request a credit. I requested a full refund for the monies to be refunded into my bank account. I went to my bank and the bank said the problem is not with my bank. Udemy has not refunded me. That is the bottom line. The say the refund takes 5 to 10 working days. But that is all a lie.Just an update today 17 November I finally received my refund back in my bank account. Thank you udemy for returning my refund.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
Ankush_GaikwadMouthShut Verified Member,Vasai India,42 Reviews,Amazing service for instructors,"Oct 18, 2021 10:49 PM",1944 Views,"Personally I'm on udemy as an instructor, they take care of payout on time . Great service.Mail support is also goodFlag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
saratbushan434,Bangalore India,4 Reviews,Wallet is locked,"Oct 05, 2021 06:40 PM",1791 Views,I was user of Udemy courses from 2019. Was happy with the course content. But as Udemy expanded customer support became pathetic. Sometimes the courses are also bad. I had a wallet with udemy. I was Unhappy with the courses and asked for refund.They changed the refund policy and replied they cannot refund. In spite of repeated requests I did not get reply. I had a wallet with Udemy with money loaded in wallet.I requested to credit my money back. I have written 5 times over 6 months and I am yet to get replyFlag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.,Udemy
sharmakake37,Kanpur India,12 Reviews,Best Platform for Getting great skills.,"May 01, 2021 07:16 PM",2667 Views,"In these days we have seen some lots of  fluctuation in our Country.that the COVID in its peak position so its generally affect in our education system. Many of student setback in our home and take online classes while the institution take a full fees.In other hand the online trend is also in peak while everything is online like Job, Edu & groceries.The Udemy give an opportunity to get the skill as you want itI will take a C+ Course in Udemy as my personal skill also I like it programming. There are many of teachers taught you programming you can find it by the teacher rating as well as the concept they covered in his video. so firstly you checked it before taking a subscription of any skill.The great part of that is you can directly interact with the Teacher while you can stuck somewhere in your course that you have been chosen first.I forget this one you can also masters of that particular course.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
sripra08,India,1 Review,Yesterday i paid 455/ for a cryptocurrency course,"Apr 01, 2021 05:34 PM",2724 Views,"Yesterday I paid 455/ for cryptocurrency course amount dedected from my account but course is not showing in my learnings,Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
aman_saurabh,Noida India,1 Review,Total fraud for students as well as instructors.,"Mar 19, 2021 07:52 PM",2879 Views,"Total fraud in the name of online education platform.If you are trying to be an instructor and ready to work for them in 10-20% share then you are going to be a top rated instructor and if you are a student and by mistake you rate negatively against such instructors or write a bad review against them then they will suspend your account infinitely.Due to this fraud I have enrolled in such rubbish courses on Udemy that you can't even imagine as they showed me 4.6 - 4.7 star ratings.It's not like good instructors are not there on udemy.After getting frustrated with those top rated instructors when I enrolled in 3-4 star rating instructor courses, their courses were way better than those top rated instructors.As they don't agree to sell their courses in 10 -20% share udemy don't promote their courses.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
anita.rajiv,Noida/Greater Noida India,1 Review,Frustrating and Shady,"Mar 06, 2021 10:14 AM",2866 Views,"I purchased a Train the Trainer course from Udemy in January, 2021.They sent me a receipt on my email for the same. Then when I searched for the course I got a pop saying that email id does not exist. I tried looking for a Customer care number but could not find one. Which Online training organisation operates without a customer care number!!!. Sending them an email was no use, never got a reply. So I ended up losing my money.Something very wrong and shady about this organisation!! I never expected this from a US based organisation. Extremely disappointing.!!!?Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
jatinsingla18,India,1 Review,Fraud,"Mar 01, 2021 01:36 PM",3032 Views,"Before you start the transaction for purchasing a course, be aware that you might lose your money. It will be a transaction failure on Udemy’s part but a successful attempt on your bank’s end. And while you raise this with Udemy, they will ask you to check with your bank. You go to your bank, the bank provides all good confirmation from their end. Now you go to Udemy and raise it again. They will initiate the process to refund your money and keep stating x, y, z reasons for the delay. At one point you will become frustrated and stop chasing these guys and it will be the principal for those people on which they would mint interest. This way you might lose your focus from your course as well because of being a victim of fraud.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
vijay1725,India,1 Review,Udemy is very bad!!,"Jan 24, 2021 06:31 PM",3088 Views,I purchased a course on Udemy(during an offer period) for my sister on 11th Jan 2021 but she didn't receive the course in her Udemy account.I contacted Udemy regarding the missing course but they said they had not received the payment and told me to wait for 2-4 days to get the refund. But I haven't received the payment till date and I have lost my money.They lure the students with offers and with a deadline( the count down timer!). It's really a trap  to loot money form students. They don't maintain any payment history and proper customer service.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.,Udemy
yashpalsinghdeoraMouthShut Verified Member,Jodhpur India,17 Reviews,A Online Institute for everyone,"Dec 08, 2020 01:33 AM",3199 Views,This is one of the bst website that I using from last 4 years. It's a institute on it self. Any categories of courses you can find here. Or also you can learn a job ready skill. I already learnt the web development.Another main thing is that there are thousands of authors who publish courses on this website. So make sure you will buy a course after seeing the reviews of that course.Also you can sell your skills and courses will earn money.  It is one of the top site that gives educational content on minimum cost.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.,Udemy
snktpandey27,Ramgarh India,5 Reviews,Love,"Nov 28, 2020 02:45 PM",2920 Views,They have best teacher . You can learn anything . Recently I have learned web development from here. I had good experience with udemyFlag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.,Udemy
krisrajz724288,Chennai/Madras India,47 Reviews,Affordable online learning with outdated content,"Nov 22, 2020 03:54 PM",3461 Views,"I have joined several with a hope of learning but many of them have outdated contents which does not work. Better you can watch youtube videos. They have a pathetic 30 days refund policy. I suggest not to do any course in Udemy any more. It is time for udemy to review their policy. Otherwise it will just become paid YouTube,Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
Frank07,#NAME?,18 Reviews,Udemy,"Nov 09, 2020 10:03 PM",3640 Views,"I have completed 2 online course related to programing from Udemy. So from my personal experience I would tell that the courses are well organised and also provides alot of study material . Compared to the other learning platform the prices of most of the courses on Udemy are less, so please dont miss understand that the quality will also be low.The certificate provided by Udemy after completion of any course are also valueable outside and you can without any doubt add this in your resume it will surely make a good impact. So overall Udemy is one of the best online learning platform with almost every course you would like to do, from drawing to robotics it has each and every course .Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
sharad_chaudhary,,34 Reviews,Boring and horrible customer service,"Nov 01, 2020 04:24 PM",3580 Views,Udemy courses are not at all good. They are over hyped. I took French and IELTS and Maths course. I don't know what is their selection procedure.They just see the content not they way it is delivered.The person who is reading the slide is week in english and it sounds so boring.The program should be interactive and interesting.They also overcharged us when they kept on claiming they were giving heavy discounts. Not fair.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.,Udemy
onlypataskar,India,1 Review,Scam for regular or already registered users.,"Sep 28, 2020 12:06 AM",3675 Views,"It’s happened to me every time.If I check the “Graphic Design Masterclass - Learn GREAT Design” course in incognito mode or without login Udemy, the price shows me Rs.455/_ only. And if I’m going to purchase it and login with my registered account, immediately it shows price Rs.780/_, it happened with me every time. And again if check the same course in new incognito mode without login, it shows me the price of Rs.455/_Like I can’t understand what’s problem has Udemy company with registered users. They show an extra price for old subscribers and I am very disappointed with this. I am searching for an alternate website that can provide online courses like Udemy provide. Because it’s not fair.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
surajpanday01993MouthShut Verified Member,New Delhi India,16 Reviews,Not Value for Money,"Jun 27, 2020 09:23 PM",4665 Views,"With the hype of learning things online nowdays, after lockdown I have stared looking for some useful online courses to learn some new skills.  I came to know about Udemy and started buying courses for self learning.I have purchased 4 courses one by one. Two are related to Marketing and others are related Nutritional Information.Out of 4 courses only 1 was useful related to Marketing. Others are waste of money and time too. The videos and data provided on courses by the Udemy are not worth and all the details are available on YouTube already.I feel that Udemy may work on there Quality check and then add any course on there platform.Flag This ReviewIrrelevantFakeJunkThank You! We appreciate your effort.",Udemy
AdnanWadekarMouthShut Verified Member,Mumbai India,307 Reviews,Best Application to learn,"Jun 23, 2020 08:55 PM",4668 Views,"Hello everyone I have been using udemy for the past 6 months now and I have had the best time learning programming languages from this website. I came to know about this website from one of my office friend   and when I visited the website the amount of content I was surprised and the price was so convenient and I was really amazed.The User interface was very interactive and easy to use and navigate as well.I had bought 3 courses and all of them where just perfect for me I have finished the course on Data Science, Advance Excel and Data Analysis with python and after finishing this course I even implemented the same at my work placeThe videos and the Guides are very informatic the videos contains notes as well what every is thought is available to download which includes the code as well.The best part is the comment section which allows you to interact with the Guide/Professor teaching you the course .So if anyone planing to upgrade your skill professional for office or collage purpose this is the website to visitFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
dasmahendra018,Bangalore India,7 Reviews,Udemy training,"Jun 18, 2020 01:00 AM",3094 Views,I have purchased few courses in this side for java and devop technology. Some are very good and easy to understand .In the first video some of them instructed the preknowldge doesn't required to learn new onr but After some classes I found that we should know some basic to learn new technologies.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
SinghPuja,,1 Review,"Good Courses, but  expensive","Jun 01, 2020 12:46 AM",2763 Views,"Lots of good courses  and help to improve the knowledge, but over costly. need to do some research before investing some money, or you can get 100% discount coupon on many websites  like  udemycertification.comFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
uniyalabhishek3202,#NAME?,27 Reviews,Udemy,"May 16, 2020 04:15 PM",4626 Views,"It's a one of the best website. I use this website for learning about technology because in this website you can get any course on cheapest rate . best thing about this website that they give one month money back guarantee. that's why you don't need to worry about the way of teaching of your instructor. In last year I joined a python bootcamp  course . but I didn't like his way of teaching that's why I click on money back options. after 3 days I got my money back in my account.after that I joined course of python bootcamp by Joe and his course most popular python course on that website. I learnt from that website to make two games. may be one question in your mind that are they clear our all doubts. answer of this question that if you have any doubt then you write your question in Q&A  box and you will get your answer in 24 hours. you can't find any website on google which give you course in low rate. at coursera, edx or nptel you can get course free but you can't get your doubt answer in 24 hours .Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
vaddurisunitha11,Krishna Nagar 2Nd Line India,12 Reviews,Udemy a useful online courses,"May 01, 2020 09:12 AM",2062 Views,"By idemy we can learn how to invest money in stock market , drawings, any educational courses.We should buy the video before we learn.I am a instrutor in udemy .My email in udemy is vaddurisunitha11@gmail.com.I am going to publish my courses.I am publishing hindi courses Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
shiprataneja,India,1 Review,Courses are not worth,"Apr 29, 2020 10:09 AM",4000 Views,Udemy courses are not at all good. They are over hyped.I don't know what is their selection procedure.They just see the content not they way it is delivered.The person who is reading the slide is week in english and it sounds so boring.The program shouldbe interactive and interesting.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
ajitpatil102,India,2 Reviews,Poor quality,"Apr 09, 2020 10:43 PM",4097 Views,"Please be advised we are currently receiving an extremely high volume of support requests. Responses to inquiries are significantly delayed and may take beyond 24 hours. Some site functionality may also be experiencing degraded performance. For requests not related to login or payment issues, we highly recommend searching through our Help Center for answers to your questions. We are working diligently to resolve these issues and we sincerely apologize for the inconvenience.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
parasardholakia36,India,1 Review,Pathetic,"Apr 07, 2020 04:08 PM",4279 Views,I tried one course and was disappointed then thought might be this one is not proper so tried another one but that was more pathetic. I don't know why do these people even exist.Just to cheat students? Never ever go for udemy. Please avoid guys you will just waste your money and time. these cheaters don't return money also. they will give you udemy credit to try another course.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
nartensMouthShut Verified Member,Mumbai India,25 Reviews,Good Platform for learning,"Feb 14, 2020 08:16 PM",4621 Views,"I took three courses on website. The platform is good for learning things online as you may save upto 90% on learning courses that are taught offline in training institutes specially IT courses. The courses costs 8000 INR in training centers while you can learn these courses in just 800 INR. I took a java course of complete JAVA masterclass by Tim Buchalka, an australian on this website. Maximum time required by trainer to solve our doubts was only 24hrs. He had employed few software engineers  to solve doubts. The resources given by him were pretty good and content covered of advanced java could have cost me min. 10k in Mumbai. While I learned that for only 700INR. There are many free courses available on this website. I learned python for free on this website. As far as IT field is concerned the website is good for learning courses.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
Zubin123,Mumbai India,1 Review,Udemy seems a Scam,"Dec 05, 2019 01:18 PM",3713 Views,"I paid for a course almost a week back. Since then, regular emails regarding marketing. But my course has not started. Reminders with attachments of the payment (sent by themselves on mail) seem to be unheard.I've lost money. I am writing to warn everyone. TC of this Udemy.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
hardeepkarhali333,India,1 Review,Bcoz your course is not download,"Oct 14, 2019 05:21 PM",3890 Views,I dont like this. bcoz your expert because your experts not answer my question. and I am very frustrated your experts.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
Mehul1458hMouthShut Verified Member,Ahmedabad India,69 Reviews,Learn online,"Sep 19, 2019 06:35 PM",7081 Views,Udemy is a brilliant platform to learn online. We can see video lectures and learn from them. ThereFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
jessicamathias2626,Mumbai India,15 Reviews,"Not the best, but reliable.","Aug 28, 2019 06:18 PM",7269 Views,"I have done two courses from Udemy i.e Selling Skills and The Digital Marketing CourseBoth the courses are explained very slowly which helps you to grasp things very easily, but the tone of the speaker is very monotonous which may not grad your concentration throughout the course.But talking about the good part, the speaker has a very good knowledge and speaks in such a way that you dont find it difficult to understand.Also another thing that I liked is, their discounts. They offer really huge discounts most of the times in a year which is really feasible for students. On a comparitive basis with other websites, Udemy offers very good discounts and range of courses espcially for Marketing students.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
rajkumar63,Jodhpur India,2 Reviews,Udemy.com,"Jun 17, 2019 12:54 PM",1442 Views,I am surprised to read bad experiences about Udemy.com.I've found it 2 weeks ago through an internet research. I bought a few courses and some others for free. I had a direct access with immediate possibility to start any courses. The free ones are not so good and were for me unuseful. I bought it to trust my own knowledges. one of the non-native English trainer is awful. but the course was for free. so whatever!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
Vkchandan7,,1 Review,Name of Website,"Feb 15, 2019 04:14 AM",7239 Views,Substandard. It is derogatory and against the democratic as well as human rights. Mouth shut name is intimidating to others and I don't like this name at all. This kind of insulting web sites are a key to fail a business. Those who ask others to shut their mouths are considered bullies. The mentality to suppress others for example students can produce only employees and not leaders. They can produce crammers and not inventors or social reformers.Those who try to shut others moth must shut their mouth and learn to respect others.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
niranjanachari,Bangalore India,2 Reviews,Data science,"Dec 21, 2018 07:13 PM",2275 Views,Highly recommended for beginners. The couse videos are very simple to uderstand. Cost effecive as well. The best part is the platform helps you complete the chapter with quiz which inturn make your learning intrestng. Your are also certified by end of the course and get your certificate onlie. Value for moneyFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
rupampal877,India,3 Reviews,"Udemy app is nonsence, payment done, but no course","Dec 14, 2018 10:02 PM",5987 Views,"I purchased a course thru udemy app. My bank account got debited, but no transaction history found either in udemy or in Google play or in direcpay . Since no history generated from udemy, I am helpless, and lost my money. See screenshot , the payee Name is ""direcpay"" merchant is Google play, thru which udemy app payment are madeFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
shivam9730,new delhi,6 Reviews,Best online learning platform,"Dec 03, 2018 02:46 PM",10711 Views,"This is the perfect online learning platform I have found so far. It's easy to use. And the best thing in my experience: most of the courses on Udemy are more practical than other online learning sources. If you like something short, to the point, you will like the lessons on Udemy. But if you like learning theory, I suggest you go elsewhere.Another thing, before you purchase a course, you should make sure to watch the free preview videos. Some teachers on Udemy, although they are great, they don't speak English as their native language. Make sure you can understand your teachers before you really purchase his/her course.A tip for saving money on Udemy: purchase their courses in a sale season, like Black Friday, Christmas. Yearly, Udemy will have a time that they selling all courses for around$10. I usually purchase all the courses I need one time in a year only.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
shahidft,New Delhi India,20 Reviews,Too good.,"Oct 06, 2018 03:08 AM",2862 Views,This education portal is something which everbody specially students from any class right from school to doctrate should use. If you encountry new topic then simply hit the search bar at udemy and there you will find an array of tutorial of that topic. The best part is that they not only provide online videos but also certificate at very minimal cost.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
armydudez1390,India,1 Review,I can't believe they charge for courses,"Aug 16, 2018 07:35 PM",5896 Views,"Bought a course with like a 90% discount, seemed like a good deal. But the course was almost impossible to watch, no wonder it was 90% off.The instructor wasn't able to properly speak english and his video was choppy as hell, seems like udemy doesn't even go through their instructor video to check if it's good or not.They only care about charging you:) will definetely ask for a refund. Don't fall for the sweet discounts take your business to codecademy, bitdegree, codetreehouse or anywhere else!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
sameerbarbilMouthShut Verified Member,Barbil India,41 Reviews,Best online study portal,"Jul 04, 2018 10:22 PM",11727 Views,"Hello friends, today I introduced a very nice study portal app or website. I used this app for 2 month. It is UDEMY app. My best recommendation to study online. Here you can get all types of courses you want. They provide you video lectures. And the best thing is that, if you enrolled any course, that you used for lifetime. And it provides very nice interface that attracts any student and good customer care service.Here I provide some images of my udemy account check this out.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
tipstricks3315,Riga India,1 Review,Great education website,"Jun 12, 2018 06:36 PM",2917 Views,All is great. But all students should know that you can get all courses with discounts. Here are some coupon codes for it: https://peakget.com/offer/udemy-coupon-code-for-all-courses/You can learn from Python and web development to paiting or sculpting. No limits at all they got so many courses.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
subhasisghorui777MouthShut Verified Member,Howrah India,13 Reviews,Like to learn use udemy,"Jun 11, 2018 11:32 PM",10042 Views,"I am useing udemy.com since a very long time. Udemy is one of best place to increse your depth of knowledge on some perticular topic, or if want to learn something new then udemy is for you. In udemy you will tought by some professionl experts thorugh all over the world. You can learn anything in just 10 or 15 bucks. You can buy 2 or more course together in lower price. All courses are valid for the life time. But some of courses contents are not good for this sites standerd. Not only you can buy cources but also you can sell your own created cources to udemy.com. over all I preffer udemy.com to everyone.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
Karn_PrateekMouthShut Verified Member,Dibrugarh India,57 Reviews,Rich Learning Experience and Great Courses,"May 09, 2018 08:50 AM",10289 Views,I have enrolled in a lot of courses on Udemy and I have bought a course recently( Pic Attached) .Instructors have explained concepts in lucid manner. Courses are very precise and to the point.Whatever template or supporting documents are required are provided by Instructors plus they also hold Q n A sessions to clarify the doubts of the students.Courses are pure value for Money but additionally Money back gurantee on courses brings power in the hands of Customers.Udemy works well on Laptop but it has very high loading time on Udemy App.Overall I had great ExperienceFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Udemy
abhishekkumar18800MouthShut Verified Member,"Lakhisarai, Bihar India",17 Reviews,Learned many things!!,"Apr 10, 2018 12:30 AM",9902 Views,"Hello friends, today I want to share a very important and must read review.Friends as many of us are very curious and Eger to learn new things and expand our thinking and knowledge we often tries to learn new things and for this in today's era internet is a very big advantage.Nowadays we can learn anything on internet by the experts that are best in that field.I have also learned many things online and in this process of learning  UDEMY.COM has helped me so much !It has tons of useful courses available.I have purchased some courses and learning new and useful things every day.These days I'm learning SEO and MARKETING.MY EXPERIENCE.I'M  using this app and website from February  and I have learned many things like Photoshop etc,The mentors are awesome and expert in their fields .Things that I liked about this app is.-1.mentors uses simple and easy way to teachNumber of courses is very vast.Learned many new things.User interface is awesome.Video quality is very good.MY ADVICE.Friends if you are looking for something awesome to learn then you can go for this website but you need to  have a budget around 1 k.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
abhinarjinary36,"Bara Mechia Busty, Jaigaon, Dist - Alipurduar, West Bengal. Pin - 736182 India",13 Reviews,The biggest Platform for Courses,"Apr 05, 2018 01:23 AM",8756 Views,"Online education is turning into future. Many College dropout, School dropout prefer udemy to learn me things. And the best place to do it is believe me Udemy. Udemy is soon turning into a giant with the pasage of time. It has hundreds and thousands of courses on any subject you name it. It is not al free but some are free and others are paid ones.But trust me you won't regret taking up paid classes in this platform. Its not that costly it is affordable for normal people. The tutuors in this sites are all experts in their own field. All the top teachers and tutors and instructors make the course. So they tell us all the pros and sones of the particular course.Email marketing, digital marketing, photoshop, photography, online selling, get morw followers, make adds for fb, affiliate earning all cam be done in this app.I personally have taken up many paid up course and believe me you won't regret by taking a course up.You don't need to go to any tutors or spend thousands of rupees learning things, in udemy you can do it with a small sum of money and th ey explain everything in detail so you can understand everything very eaily.Even when you have no idea on a particular subject but you want to learn then you can taje up course. It will ask you wether you are beginner, intermediate or expert in subject. Accordingly they will set it up and start teaching you. It is easy beacuse evrrything is in video form and you can understand very eaily.Thus I would personally recommend you to use Udemy for learning course and saving money rather than going in costly classes.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
bantu0605MouthShut Verified Member,#NAME?,14 Reviews,Superb education website.,"Feb 19, 2018 09:59 AM",9008 Views,"I am a learner and using udemy from last year 2017 and its a very great place to learn, you have lots of cources in every field. I learnt a lot about graphic design and still learning. NO TIME LIMIT we can give time according to our comfort and best of all thing is they have discussion forum with every couse so that we can clearify wherever needed. Academic Courses to professional courses and even lots of free courses. It helps me in earning from free lancer. Learnig was never so enjoyable for me. I am thankful to UDEMY.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
Shivamaima619MouthShut Verified Member,Delhi India,25 Reviews,Amazing Platform To Learn And Grow,"Feb 14, 2018 12:42 PM",8962 Views,"Udemy is slowly turning into a beast when it comes to educating people online and probably in just a year of working has enjoyed  more users than any other studying platform, website or app. Udemy’s best feature according to me is really the simplicity of the material it provides and the interface.In a couple of months I’ve already completed two courses on udemy:( 1) Language course in Spanish. This course is a blessing to those who really want to learn the 2nd most spoken language in the world. Now in two months I might not be as proficient as I should be but I still enjoyed it a lot and the knowledge I have recieved is going to stay with me for a while. Also not to forget my spanish teacher on udemy Mrs. Llanes Garcia an american lady what an amazing teacher she really is.( 2) Core Java Course - Complete Java masterclass by Mr. Tim Bichulka who is probably the best educator of java in the world. This is really the best course ever for those who want to get into Java basics. It really has helped me a lot.Summing it all up I wish to study more on udemy and exlpore it more. It really is a life changing platform done through the medium of education.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
jain_kanishqMouthShut Verified Member,Sagar India,414 Reviews,Best in its Class!,"Feb 03, 2018 07:28 PM",2457 Views,"Udemy.com or the mobile app of Udemy is a one of a kind, interesting and innovative initiative which is really offering expert education at reasonable fees and that too online.I generally use the Udemy Android app and did a small and basic web development course for a minor fees of 20$. At first I was really unaware and sure about how good they are but their play store rating made me give it a try.Now what I got with those 20$ ( 1200 Rs approx) was  access to the 14 day starter web developmenr course which was really descriptive, interesting and helpful in learning. I learnt a lot of thing regarding the web world from it. Also I now have a lifetime support from experts that are available to chat and clarify any doubts! The experts are really professional and I love it to get live support at my fingertips.I will surely do more courses with Udemy ( there is a vast range to choose from) .It is simply the best online education program! Great work Udemy!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
axhan11MouthShut Verified Member,Mumbai India,55 Reviews,Udemy is the best (read my review for reasons),"Dec 06, 2017 04:43 AM",9889 Views,"I am a learner at Udemy from about 1 year, I had an amazing experience, that I would be sharing  with you guys. As you all know most of the courses on Udemy are paid, I purchased a course on Udemy on'ethical hacking', and there I was in love with this platform. I got a chance to learn from experts of that field.I would like talk and rate according to the following:--Service & Support-As I have experienced, I would give 5/5.This is the best part of udemy. The instructor will reply to your queries within few hours. There is also an question and answer forum for each course, there you will get all your queries solved.-Knowlegde Provided-It falls around 4.5 out of 5.All the courses are thought by experts, the explaination are accurate and to the point. But also it depends on your grasping ability. It is better recommended to first read about the topic and then watch the video lessons.-Duration of courses-If you are dedicated enough, you can complete it within a month.All the lesson are to the point and staight-forward and the courses are about 20 to 35 hours long. Along with some other resources and articles. Around 4.5/5.-Cost of courses-The courses are not that expensive, but you can get it cheap on different offers, just wait for it. I bought two course which were at 98% discount about Rs. 440 and learnt more than that from, it was totally satisfactory. Around 5/5.-About Udemy-The biggest MOOC(Massive Open Online Course) platform. It does not provide academic credits, but can help you to score an perform well in you academics.-You also get a certificate of completion, which is(i think) of no use, but still serves a satisfaction.-The lectures are available to be downloaded offline, this is also a plus point.-Learn at your own pace and time.Thank you!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
kramalakshmi,Hyderabad,7 Reviews,Learning new things in Udemy,"Oct 26, 2017 11:43 PM",8876 Views,"Hi friends, I want share my experience on Udemy. Udemy is a greate online portal for learning new courses for a beginner, professional and expert. They provide such a advanced course where we can easily learn and understand. But for a Beginner when comes to a technical part they cant understand the coding language when they don't the basic skills and everyone can't afford a membership account for gaining knowledge. As per my knowledge Udemy doesn't provide a basic courses and everyone should afford a membership to learn the course.Pros:-Time saving and learn from anywhere and anytime.2.Can gain full fledged knowledge on specific courseCons:-Everyone should have a membership account.2.There are no basic courses to learn.Verdict:- Good for learningThank youFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
sarmishtha1997,#NAME?,2 Reviews,Learning has become cheap,"Oct 26, 2017 11:20 PM",3164 Views,"Being in the technical field requires constant learning process and time. This site or app anything you prefer has made learning so cheap and easy. First of all the basic advantages are lifetime access to videos, the professors are really supportive they reply to each and every doubt or the question asked, plus the courses are cheap as hell plud you get thr certificate of learning. Many advantages at one go. I would suggest you to must try it once for an amazing experience of learningFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Udemy
